"tienda","categoria","sub_categoria","nombre","precio","fecha","precio_num","grupo"
"Farmacorp","lacteos","yogurt","Pil Yogurt Calcifen Durazno X 1000G","Bs22,60",2025-06-12,22.6,"1"
"Farmacorp","lacteos","yogurt","Pil Yogurt Calcifen Frutilla X 1000G","Bs22,60",2025-06-12,22.6,"1"
"Farmacorp","lacteos","yogurt","Pil Yogurt Durazno Botella X 1 L","Ahora Bs19,90",2025-06-12,19.9,"1"
"Farmacorp","lacteos","yogurt","Pil Yogurt Frutado Frutilla X 140G","Ahora Bs5,70",2025-06-12,5.7,"1"
"Farmacorp","lacteos","yogurt","Pil Yogurt Frutado Sabor Durazno X 140G","Ahora Bs5,70",2025-06-12,5.7,"1"
"Farmacorp","lacteos","yogurt","Pil Yogurt Frutilla X 1 L","Ahora Bs19,90",2025-06-12,19.9,"1"
"Farmacorp","lacteos","yogurt","Pil Yogurt Light Botella Sabor A Durazno X 1 L","Ahora Bs21,30",2025-06-12,21.3,"1"
"Farmacorp","lacteos","yogurt","Pil Yogurt Light Sabor A Frutilla Botella X 1 L","Ahora Bs21,30",2025-06-12,21.3,"1"
"Farmacorp","lacteos","yogurt","Pil Yogurt Sabor A Coco Bebible Bolsa X 1 L","Ahora Bs17,00",2025-06-12,17,"1"
"Farmacorp","lacteos","yogurt","Pil Yogurt Sabor A Durazno Botella X 200Ml","Ahora Bs6,30",2025-06-12,6.3,"1"
"Farmacorp","lacteos","yogurt","Pil Yogurt Sabor A Frutilla Botella X 200Ml","Ahora Bs6,30",2025-06-12,6.3,"1"
"Farmacorp","lacteos","yogurt","Pil Yogurt Sabor A Mora Bebible Bolsa X 1 L","Ahora Bs17,00",2025-06-12,17,"1"
"Farmacorp","lacteos","yogurt","Pil Yogurt Sabor A Mora Botella X 1 L","Ahora Bs19,90",2025-06-12,19.9,"1"
"Farmacorp","lacteos","yogurt","Pilgreco Yogurt Con Jalea De Durazno X 160G","Ahora Bs7,50",2025-06-12,7.5,"1"
"Farmacorp","lacteos","yogurt","Pilgreco Yogurt Con Jalea De Frutilla X 160G","Ahora Bs7,50",2025-06-12,7.5,"1"
"Farmacorp","lacteos","yogurt","Yogur De Savila Bebible Aloe Coco X 500Ml","Ahora Bs15,10",2025-06-12,15.1,"1"
"Farmacorp","lacteos","yogurt","Yogur De Savila Bebible Aloe Y Frutilla X 500Ml","Ahora Bs15,10",2025-06-12,15.1,"1"
"Farmacorp","lacteos","yogurt","Yogur De Savila Bebible Aloe Y Melon X 500Ml","Ahora Bs15,10",2025-06-12,15.1,"1"
"Farmacorp","lacteos","yogurt","Yogur De Savila Bebible Aloe Y Pina X 500Ml","Ahora Bs15,10",2025-06-12,15.1,"1"
"Farmacorp","lacteos","yogurt","Yogurt Deslactosado Pil Sabor Crema Americana X 1Lt","Ahora Bs22,60",2025-06-12,22.6,"1"
"Farmacorp","lacteos","yogurt","Yogurt Deslactosado Pil Sabor Frutilla X 1Lt","Ahora Bs22,60",2025-06-12,22.6,"1"
"Farmacorp","limpieza_hogar","ambientadores","Sapolio Aroma Vainilla X 360Ml","Ahora Bs27,00",2025-06-12,27,"1"
"Farmacorp","limpieza_hogar","ambientadores","Sapolio Aroma Arrullos De Bebe X 360Ml","Ahora Bs27,00",2025-06-12,27,"1"
"Farmacorp","limpieza_hogar","ambientadores","Sapolio Aroma Lavanda X 360Ml","Ahora Bs27,00",2025-06-12,27,"1"
"Farmacorp","limpieza_hogar","ambientadores","Sapolio Aroma Potpourri X 360Ml","Ahora Bs27,00",2025-06-12,27,"1"
"Farmacorp","limpieza_hogar","ambientadores","Todo Brillo Sensacione Aromatiz X 360Cc Bebe","Ahora Bs13,20",2025-06-12,13.2,"1"
"Farmacorp","limpieza_hogar","ambientadores","Sapolio Aroma Jardin De Rosas X 360Ml","Ahora Bs27,00",2025-06-12,27,"1"
"Farmacorp","limpieza_hogar","ambientadores","Todo Brillo Sensacione Aromatiz X 360Cc Manzana/Canela","Ahora Bs13,20",2025-06-12,13.2,"1"
"Farmacorp","limpieza_hogar","ambientadores","Car Scents Ambientador De Auto Surtido X 42G","Ahora Bs42,90",2025-06-12,42.9,"1"
"Farmacorp","limpieza_hogar","ambientadores","Limppano Inspira Air Lavanda Vainilla X 230G","Ahora Bs48,10",2025-06-12,48.1,"1"
"Farmacorp","limpieza_hogar","ambientadores","Aromatizante Limppano Inspira Air Envolvente X Sachet","Ahora Bs18,00",2025-06-12,18,"1"
"Farmacorp","limpieza_hogar","ambientadores","Limppano Inspira Air Fresh Linen X 230G","Ahora Bs48,10",2025-06-12,48.1,"1"
"Farmacorp","limpieza_hogar","ambientadores","Limppano Inspira Air Con Carbón X 100G","Ahora Bs32,20",2025-06-12,32.2,"1"
"Farmacorp","limpieza_hogar","ambientadores","Aromatizante Limppano Inspira Air Flores De Manana X Sachet","Ahora Bs18,00",2025-06-12,18,"1"
"Farmacorp","limpieza_hogar","bicarbonato de sodio","Bicarbonato Sodio 20G X Sobre","Ahora Bs2,20",2025-06-12,2.2,"1"
"Farmacorp","limpieza_hogar","bicarbonato de sodio","Bicarbonato Sodio 20G X Sobre","Ahora Bs2,20",2025-06-12,2.2,"1"
"Farmacorp","limpieza_hogar","bolsas ecologicas","Bolsas Ecologicas Reutilizable Modelo Surtido Farmacorp X Unidad","Ahora Bs9,90",2025-06-12,9.9,"1"
"Farmacorp","limpieza_hogar","cuidado de la casa","Archer Lustra Mueble Crema C Silicona X 220Ml","Bs19,10",2025-06-12,19.1,"1"
"Farmacorp","limpieza_hogar","cuidado de la casa","Archer Lustra Mueble Con Silicona Floral X 860Ml","Bs32,70",2025-06-12,32.7,"1"
"Farmacorp","limpieza_hogar","cuidado de la casa","Todo Brillo Lustra Mueble X 850Ml Brillo Int","Bs30,50",2025-06-12,30.5,"1"
"Farmacorp","limpieza_hogar","desechables","Scott Servilletas Super Absorbentes X 100 Unidades","Ahora Bs4,10",2025-06-12,4.1,"1"
"Farmacorp","limpieza_hogar","desechables","Bolsas De Basura Blanca 35X65cm 1Ra Calidad X 50 Unidades","Bs22,60",2025-06-12,22.6,"1"
"Farmacorp","limpieza_hogar","desechables","Scott Servilletas Dia A Dia X 50 Servilletas","Ahora Bs3,10",2025-06-12,3.1,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Vanish Oxi Action Polvo Quitamanchas X 120G","Bs32,70",2025-06-12,32.7,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Bolivar Detergente Limon X 700G","Bs29,50",2025-06-12,29.5,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Ola Suavecito Suavizante Bebé Y Ropa Delicada X 1.7 L","Bs48,50",2025-06-12,48.5,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Opal Ultra Floral Detergente X 2Kg","Ahora Bs60,10",2025-06-12,60.1,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Bolivar Detergente Matic X 2Kg","Ahora Bs70,20",2025-06-12,70.2,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Bolivar Detergente Suavizante X 700G","Bs29,50",2025-06-12,29.5,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Detergente Bolivar Baby Kids X 750G","Bs32,50",2025-06-12,32.5,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Vanish Color Protec Quita Manchas Liquido X 400Ml","Bs39,10",2025-06-12,39.1,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Bolivar Detergente Suavizante X 2Kg","Ahora Bs70,20",2025-06-12,70.2,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Ola Suavecito Original X 900Ml","Ahora Bs25,90",2025-06-12,25.9,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Omo Detergente Matic X 2Kg","Ahora Bs55,20",2025-06-12,55.2,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Ola Suavecito Doypack Bebe Y Ropa Delicada X 900Ml","Ahora Bs25,90",2025-06-12,25.9,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Ola Suavecito Suavizante Y Acondicionador De Ropa Original X 1.7 L","Ahora Bs48,50",2025-06-12,48.5,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Archer Detergente Liquido Ropa De Color X 2 L","Bs56,10",2025-06-12,56.1,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Bolivar Detergente Matic X 700G","Bs29,50",2025-06-12,29.5,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Downy Suavisante 5En1 Aroma Floral X 800Ml","Ahora Bs51,20",2025-06-12,51.2,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Bolivar Detergente Limon X 2Kg","Ahora Bs70,20",2025-06-12,70.2,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Bolivar Detergente Floral X 2Kg","Ahora Bs70,20",2025-06-12,70.2,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Omo Detergente En Polvo Fácil Enjugue X 700G","Ahora Bs21,00",2025-06-12,21,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Omo Detergente En Polvo Matic X 700G","Ahora Bs23,00",2025-06-12,23,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Omo Detergente En Polvo Progress X 700G","Ahora Bs23,00",2025-06-12,23,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Vanish Ropa Blanca Quita Manchas Liquido X 400Ml","Bs40,90",2025-06-12,40.9,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Archer Detergente Liquido Ropa Blanca X 2Lt","Ahora Bs56,10",2025-06-12,56.1,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Ola Suavecito Liquido Sensaciones Botella X 1.7 L","Ahora Bs48,50",2025-06-12,48.5,"1"
"Farmacorp","limpieza_hogar","detergentes de ropa","Downy Perfume Suavisante Passion X 2.6 L","Bs156,90",2025-06-12,156.9,"3"
"Farmacorp","limpieza_hogar","escobas y mopas","Bolsas Ecologicas Reutilizable Modelo Surtido Farmacorp X Unidad","Ahora Bs9,90",2025-06-12,9.9,"1"
"Farmacorp","limpieza_hogar","escobas y mopas","Guantes Domésticos Antibacterial Talla S","Ahora Bs14,60",2025-06-12,14.6,"1"
"Farmacorp","limpieza_hogar","escobas y mopas","Scotch Brite Sb Escoba Dolly Multiuso X 1 Unidad","Ahora Bs44,00",2025-06-12,44,"1"
"Farmacorp","limpieza_hogar","escobas y mopas","Condor Rodo Multiuso Doble 40 Cm. 1127","Bs53,20",2025-06-12,53.2,"1"
"Farmacorp","limpieza_hogar","escobas y mopas","Condor Mopa Lava Y Seca Con Palo","Ahora Bs74,40",2025-06-12,74.4,"1"
"Farmacorp","limpieza_hogar","escobas y mopas","Guantes Domésticos Corrugados Talla S","Ahora Bs17,00",2025-06-12,17,"1"
"Farmacorp","limpieza_hogar","escobas y mopas","Condor Cepillo Sanitario Con Base","Bs41,00",2025-06-12,41,"1"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Nova Papel Toalla Megarollo Clasica X Unidad","Ahora Bs19,30",2025-06-12,19.3,"1"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Scott Duramax Paño Reutilizable 48 Hojas X Unidades","Bs64,00",2025-06-12,64,"1"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Scott Duramax Paño Reutilizable 1 Rollo X 116 Unidades","Bs113,20",2025-06-12,113.2,"3"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Scotch Brite Esponja Multiuso Antibacterial X 4 Unidades","Ahora Bs19,40",2025-06-12,19.4,"1"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Scott Toallas Para Cocina Multiuso 110 Hojas X Unidad","Ahora Bs15,30",2025-06-12,15.3,"1"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Familia Toalla De Cocina Triple Hoja 120 Hojas Acolchamax X Unidad","Ahora Bs25,30",2025-06-12,25.3,"1"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Scott Duramax Paño Reutilizable 52 Hojas X Unidad","Ahora Bs64,70",2025-06-12,64.7,"1"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Scotch Brite Sb Guante Cocina M X 2 Unidades","Ahora Bs37,90",2025-06-12,37.9,"1"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Bombril Esponja Multiuso X 3 Unidades","Ahora Bs9,20",2025-06-12,9.2,"1"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Scotch Brite Esponja Antibacteria X 1 Unidad","Ahora Bs6,70",2025-06-12,6.7,"1"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Ponjita Surtida Nexcare X Unidad","Ahora Bs15,20",2025-06-12,15.2,"1"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Scotch Brite Esponja Acanalada Antibact X 1 Unidad","Ahora Bs15,00",2025-06-12,15,"1"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Scott Duramax Paño Reutilizable 52 Hojas X 2 Unidades","Ahora Bs112,20",2025-06-12,112.2,"3"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Scotch Brite Sb Guante Multiuso G X 2 Unidades","Ahora Bs45,80",2025-06-12,45.8,"1"
"Farmacorp","limpieza_hogar","esponjas y toallas de cocina","Scott Duramax Paño Reutilizable X 3 Unidades","Ahora Bs147,70",2025-06-12,147.7,"3"
"Farmacorp","limpieza_hogar","guantes","Guantes Domésticos Antibacterial Talla S","Ahora Bs14,60",2025-06-12,14.6,"1"
"Farmacorp","limpieza_hogar","guantes","Guantes Domésticos Corrugados Talla S","Ahora Bs17,00",2025-06-12,17,"1"
"Farmacorp","limpieza_hogar","guantes y bolsas","Ola Bolsas De Basura Negra Hasta 50 L 70X75cm X 10 Unidades","Ahora Bs13,50",2025-06-12,13.5,"1"
"Farmacorp","limpieza_hogar","guantes y bolsas","Ola Bolsa De Basura Negra Hasta 75 L 78X95cm X 10 Unidades","Ahora Bs18,60",2025-06-12,18.6,"1"
"Farmacorp","limpieza_hogar","guantes y bolsas","Harpic Desinfectante Extra Fuerte X 500Ml","Ahora Bs37,30",2025-06-12,37.3,"1"
"Farmacorp","limpieza_hogar","guantes y bolsas","Guantes Domésticos Antibacterial Talla S","Ahora Bs14,60",2025-06-12,14.6,"1"
"Farmacorp","limpieza_hogar","guantes y bolsas","Guantes Domésticos Corrugados Talla S","Ahora Bs17,00",2025-06-12,17,"1"
"Farmacorp","limpieza_hogar","guantes y bolsas","Guantes Domésticos Corrugados Talla M","Ahora Bs17,00",2025-06-12,17,"1"
"Farmacorp","limpieza_hogar","lavandinas y desinfectantes","Bicarbonato Sodio 20G X Sobre","Ahora Bs2,20",2025-06-12,2.2,"1"
"Farmacorp","limpieza_hogar","lavandinas y desinfectantes","Lysoform Desinfectante Original X 360Cc","Ahora Bs39,20",2025-06-12,39.2,"1"
"Farmacorp","limpieza_hogar","lavandinas y desinfectantes","Mr. Cloro Lavandina X 2 L","Ahora Bs24,20",2025-06-12,24.2,"1"
"Farmacorp","limpieza_hogar","lavandinas y desinfectantes","Lysoform Aero Desinfectante Lavanda X 360Ml","Ahora Bs39,20",2025-06-12,39.2,"1"
"Farmacorp","limpieza_hogar","lavandinas y desinfectantes","Lysoform Aero Desinfectante Citrica X 360Ml","Ahora Bs39,20",2025-06-12,39.2,"1"
"Farmacorp","limpieza_hogar","lavandinas y desinfectantes","Lysoform Aero Desinfectante Frutal X 360Ml","Ahora Bs39,20",2025-06-12,39.2,"1"
"Farmacorp","limpieza_hogar","lavandinas y desinfectantes","Archer Desinfectante Concentrado Germikill X 200G","Bs42,80",2025-06-12,42.8,"1"
"Farmacorp","limpieza_hogar","lavandinas y desinfectantes","Todo Brillo Desinfectante X 360Cc Original","Ahora Bs15,60",2025-06-12,15.6,"1"
"Farmacorp","limpieza_hogar","lavandinas y desinfectantes","Todo Brillo Desinfectante X 360Cc Bebe","Ahora Bs15,60",2025-06-12,15.6,"1"
"Farmacorp","limpieza_hogar","lavandinas y desinfectantes","Procenex Limpiador Liquido Pino X 1.8 L","Ahora Bs37,60",2025-06-12,37.6,"1"
"Farmacorp","limpieza_hogar","lavandinas y desinfectantes","Procenex Limpiador Liquido Lavanda X 1.8 L","Bs37,60",2025-06-12,37.6,"1"
"Farmacorp","limpieza_hogar","lavandinas y desinfectantes","Todo Brillo Desinfectante X 360Cc Lavanda","Ahora Bs15,60",2025-06-12,15.6,"1"
"Farmacorp","limpieza_hogar","pañuelos y papel higienico","Kleenex Pañuelo Triple Hoja X 80 Unidades","Ahora Bs42,20",2025-06-12,42.2,"1"
"Farmacorp","limpieza_hogar","pañuelos y papel higienico","Scott Papel Higienico Esencias Elegance Doble Hoja Rollo X 24 Unidades","Ahora Bs83,80",2025-06-12,83.8,"1"
"Farmacorp","limpieza_hogar","pañuelos y papel higienico","Hogar Cocktail Servilletas Premium Paquete X 60 Unidades","Bs10,90",2025-06-12,10.9,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Pack Mr Flash Mucha Dosis Lavavajillas 750Ml + Lavandina 1 L","Ahora Bs21,40",2025-06-12,21.4,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Todo Brillo Lavavajillasbebe X 1 L","Ahora Bs20,50",2025-06-12,20.5,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Mr Flash Pack Mucha Dosis Limpia Pisos 900Ml + Lavandina 1 L","Ahora Bs27,20",2025-06-12,27.2,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Ola Maximus Limpia Banos X 850Ml","Ahora Bs30,30",2025-06-12,30.3,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Procenex Limpia Pisos Aroma Bebe X 900Ml","Ahora Bs16,10",2025-06-12,16.1,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Mr Flash Limpia Porcelanato Bouquet Floral X 900Ml","Bs21,80",2025-06-12,21.8,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Anti Sarro Mr Flash Poder Extremo Limón X 500Ml","Bs26,00",2025-06-12,26,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Todo Brillo Limpia Pisos Mascotas 5En1 X 1800Ml","Ahora Bs22,90",2025-06-12,22.9,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Procenex Limpia Pisos Lavanda X 900Ml","Bs21,80",2025-06-12,21.8,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Bristar Limpia Vidrios Flores Azules Con Gatillo X 930Ml","Ahora Bs21,00",2025-06-12,21,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Ola Maximus Limpia Vidrios X 900Ml","Ahora Bs22,40",2025-06-12,22.4,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Ola Aromatic Limpia Pisos Desinfectante Marina Frescura X 1800Ml","Ahora Bs33,20",2025-06-12,33.2,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Anti Grasa Mr Flash Poder Extremo Limón X 850Ml","Bs24,20",2025-06-12,24.2,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Limpia Pisos Bristar Fiesta De Flores X 900Ml","Ahora Bs16,70",2025-06-12,16.7,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Archer Liquido Ayuda Plometo Destapa Cañerias X 2 L","Ahora Bs52,60",2025-06-12,52.6,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Mr Flash Novios Lavavajillas 2 Unidades X 1000Ml","Ahora Bs40,50",2025-06-12,40.5,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Bristar Saca Grasa Extra Fuerte Limon X 900Ml","Bs27,20",2025-06-12,27.2,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Ola Maximus Limpia Hornos Antigrasa X 830Ml","Ahora Bs30,30",2025-06-12,30.3,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Mr Flash Limpia Pisos Floral Aromaterapia X 5 L","Bs63,20",2025-06-12,63.2,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Mr Flash Limpia Pisos Floral Aromaterapia X 1800Ml","Bs25,40",2025-06-12,25.4,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Vanish Oxi Action Crystal White X 450G","Bs90,70",2025-06-12,90.7,"3"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Sapolio Lavavajilla Limon X 1000G","Bs30,50",2025-06-12,30.5,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Ola Brillante Limpiador De Muebles X 900Ml","Bs30,80",2025-06-12,30.8,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Sapolio Limpiavidrios Lavanda X 650Ml","Ahora Bs21,60",2025-06-12,21.6,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Mr Flash Limpia Vidrios Poder Extremo Limon X 900Ml","Ahora Bs17,90",2025-06-12,17.9,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Archer Plancha Facil Con Fragancia Florar X 500Ml","Bs20,00",2025-06-12,20,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Archer Limpia Baños Poder Limón X 860Ml","Ahora Bs30,30",2025-06-12,30.3,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Surf Limpia Vidrios Con Gatillo X 900Ml","Ahora Bs15,40",2025-06-12,15.4,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Archer Lustra Mueble Crema C Silicona X 220Ml","Bs19,10",2025-06-12,19.1,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Archer Quita Sarro Fragancia Pino X 750Ml","Ahora Bs33,60",2025-06-12,33.6,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Bristar Multiuso Citrus X 930Ml","Bs21,50",2025-06-12,21.5,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Archer Lustra Mueble Con Silicona Floral X 860Ml","Bs32,70",2025-06-12,32.7,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Sapolio Limpiatodo Lavanda X 1800Ml","Ahora Bs18,10",2025-06-12,18.1,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Archer Detergente Vajillero Frambuesa X 120Ml","Bs41,80",2025-06-12,41.8,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Vanish Power Gel Quitamanchas Prelavado X 200Ml","Bs102,00",2025-06-12,102,"3"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Mr Flash Limpia Porcelanato Lavanda Francesa X 900Ml","Bs21,40",2025-06-12,21.4,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Vanish Rosa Polvo Doypack Multi Power X 450G","Bs81,00",2025-06-12,81,"1"
"Farmacorp","limpieza_hogar","quita sarros y limpiadores","Archer Detergente Limon Vajillero X 1200Ml","Bs41,80",2025-06-12,41.8,"1"
"Farmacorp","limpieza_hogar","regalos","Bolsa De Regalo Modelo Surtido X Unidad","Ahora Bs7,70",2025-06-12,7.7,"1"
"Farmacorp","limpieza_hogar","regalos","Bolsa Mediana Surtido X Unidad","Ahora Bs9,60",2025-06-12,9.6,"1"
"Farmacorp","limpieza_hogar","regalos","Bolsa De Regalo Modelo Surtido X Unidad","Ahora Bs9,60",2025-06-12,9.6,"1"
"Farmacorp","limpieza_hogar","regalos","Bolsa De Regalo Modelo Surtido X Unidad","Bs7,70",2025-06-12,7.7,"1"
"Farmacorp","limpieza_hogar","regalos","Bolsa De Regalo Modelo Surtido X Unidad","Bs12,90",2025-06-12,12.9,"1"
"Farmacorp","limpieza_hogar","regalos","Bolsa Grande Surtida","Bs12,90",2025-06-12,12.9,"1"
"Farmacorp","limpieza_hogar","regalos","Bolsa Chica Toda Ocasion X Unidad","Ahora Bs7,70",2025-06-12,7.7,"1"
"Farmacorp","limpieza_hogar","regalos","Bolsa De Regalo Modelo Surtido X Unidad","Ahora Bs15,10",2025-06-12,15.1,"1"
"Farmacorp","limpieza_hogar","regalos","Bolsa De Regalo Modelo Surtido X Unidad","Bs18,20",2025-06-12,18.2,"1"
"Farmacorp","limpieza_hogar","regalos","Bolsa De Regalo Modelo Surtido X Unidad","Bs18,20",2025-06-12,18.2,"1"
"Farmacorp","limpieza_hogar","regalos","Bolsa De Regalo Modelo Surtido X Unidad","Bs12,90",2025-06-12,12.9,"1"
"Farmacorp","limpieza_hogar","regalos","Bolsa De Regalo Modelo Surtido X Unidad","Bs17,10",2025-06-12,17.1,"1"
"Farmacorp","limpieza_hogar","vidrios","Ola Maximus Limpia Vidrios X 900Ml","Ahora Bs22,40",2025-06-12,22.4,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Venus Malibu Maquina Para Afeitar X 2 Piezas","Ahora Bs69,70",2025-06-12,69.7,"1"
"Farmacorp","cuidado_personal",NA,"Herbal Essences Acondicionador Argan Oil Of Morocco X 400Ml","Ahora Bs110,50",2025-06-12,110.5,"3"
"Farmacorp","cuidado_personal",NA,"Tio Nacho Acondicionador Aclarante Natural X 415Ml","Ahora Bs67,70",2025-06-12,67.7,"1"
"Farmacorp","cuidado_personal",NA,"Tio Nacho Acondicionador Vitaminado X 415Ml","Bs65,70",2025-06-12,65.7,"1"
"Farmacorp","cuidado_personal",NA,"Bic Afeitadora Confort 2 Sensitive X 5 Unidades","Bs30,70",2025-06-12,30.7,"1"
"Farmacorp","cuidado_personal",NA,"Bic Afeitadora Confort 2 Sensitive X Unidad","Bs9,40",2025-06-12,9.4,"1"
"Farmacorp","cuidado_personal",NA,"Bic Afeitadora Confort 2 Women Rosa X 2 Unidades","Bs18,90",2025-06-12,18.9,"1"
"Farmacorp","cuidado_personal",NA,"Bic Afeitadora Confort 3 Advance Black X 2 Unidades","Bs33,20",2025-06-12,33.2,"1"
"Farmacorp","cuidado_personal",NA,"Bic Afeitadora Confort 3 Advance Normal X 2 Unidades","Bs33,20",2025-06-12,33.2,"1"
"Farmacorp","cuidado_personal",NA,"Bic Afeitadora Confort 3 Advance Normal X Unidad","Bs17,30",2025-06-12,17.3,"1"
"Farmacorp","cuidado_personal",NA,"Bic Afeitadora Confort 3 Advance Sensitive X 2 Unidades","Bs33,20",2025-06-12,33.2,"1"
"Farmacorp","cuidado_personal",NA,"Bic Afeitadora Confort 3 Advance Sensitive X Unidad","Bs17,30",2025-06-12,17.3,"1"
"Farmacorp","cuidado_personal",NA,"Bic Afeitadora Soleil Rosa 3 Laminas X 2 Unidades","Bs44,30",2025-06-12,44.3,"1"
"Farmacorp","cuidado_personal",NA,"Bic Afeitadora Soleil Rosa 3 Laminas X Unidad","Bs28,10",2025-06-12,28.1,"1"
"Farmacorp","cuidado_personal",NA,"Bic Afeitadora Soleil Rosa Mora X 2 Unidades","Bs44,30",2025-06-12,44.3,"1"
"Farmacorp","cuidado_personal",NA,"Gel De Afeitar Sensitive X 200Ml","Bs200,70",2025-06-12,200.7,"3"
"Farmacorp","cuidado_personal",NA,"Gillette Foamy Espuma De Afeitar Mentol X 322Ml","Ahora Bs96,80",2025-06-12,96.8,"3"
"Farmacorp","cuidado_personal",NA,"Gillette Foamy Espuma De Afeitar Sensitive X 179Ml","Ahora Bs78,20",2025-06-12,78.2,"1"
"Farmacorp","cuidado_personal",NA,"Gillette Fusion Proshield Maquina X 1 Unidadades","Ahora Bs197,20",2025-06-12,197.2,"3"
"Farmacorp","cuidado_personal",NA,"Gillette Fusion Proshield Repuesto X 4 Cartuchos","Ahora Bs338,90",2025-06-12,338.9,"2"
"Farmacorp","cuidado_personal",NA,"Gillette Fusión Proshield X Unidad","Ahora Bs194,40",2025-06-12,194.4,"3"
